id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A51307,2,34.12206,-118.26783,12,12
A51498,2,34.00389,-118.44126,4,4
A51546,4,34.11874,-118.32113,21,21_3
A51922,2,34.01384,-118.49728,17,17_0
A52997,2,34.15227,-118.10359,31,31
A53945,2,34.06171,-118.37258,0,0_3
A61578,6,33.99122,-118.46898,17,17_1
A326787,2,34.10039,-118.35362,21,21_2
A327934,2,34.16061,-118.371,7,7
A328989,6,34.06303,-118.36374,0,0_3
A337928,2,34.08708,-118.35434,21,21_2
A344646,2,34.02846,-118.51825,17,17_0
A346756,2,34.02445,-118.49391,17,17_0
A347925,4,34.09241,-118.28065,9,9_1
A350634,2,33.91961,-118.42146,13,13
A350756,2,34.06418,-118.33978,21,21_2
A120005,2,33.91942,-118.20913,18,18
A121717,5,34.20977,-118.16546,31,31
A61582,2,34.11082,-118.23036,12,12
A63416,3,34.11343659747514,-118.32398830704685,21,21_3
A64574,4,34.12769,-118.32167,21,21_3
A67089,3,34.00985,-118.40798,4,4
A67792,6,34.08187,-118.38965,0,0_1
A69838,4,34.03833,-118.33662,27,27
A72186,2,34.04236,-118.30637,27,27
A74770,2,34.18177,-118.52621,3,3
A359854,2,34.05479,-118.36375,0,0_2
A124199,2,34.06547,-118.40422,0,0_1
A130915,4,34.13299,-118.70287,8,8
A354281,2,33.76371,-118.12497,2,2
A356290,2,34.00351,-118.478,17,17_1
A357323,3,34.08115,-118.25549,9,9_4
A357690,2,34.16108,-118.10577,31,31
A358575,4,34.08898,-118.25007,9,9_4
A533646,2,34.10038,-118.33003,21,21_3
A533884,2,33.91961,-118.42146,13,13
A534552,2,34.08523,-118.27088,9,9_1
A535498,6,34.02163,-118.45105,17,17_1
A360147,2,34.07567,-118.25068,9,9_4
A365635,2,34.09543,-118.35066,21,21_2
A371574,2,34.08899,-118.24415,9,9_4
A374590,2,34.09451,-118.27413,9,9_1
A375882,3,34.10839,-118.28976,21,21_1
A376740,2,33.85446,-118.39645,13,13
A377271,3,34.0667,-118.35127,0,0_3
A381068,4,34.11307089613558,-118.60924942642606,16,16
A131557,2,34.08023,-118.25646,9,9_4
A131635,2,34.1831,-118.39929,19,19
A132908,10,34.10236,-118.37752,0,0_0
A134553,2,34.09729,-118.61616,16,16
A135608,2,34.04827,-118.23603,9,9_0
A138211,2,34.03493,-118.4629,29,29_0
A138244,2,34.1217,-118.26329,12,12
A146845,1,34.21888,-118.34594,7,7
A387562,2,34.08655,-118.59557,16,16
A393966,1,34.04805,-118.23797,9,9_0
A394508,2,34.0967,-118.33316,21,21_3
A394904,3,34.00351333618164,-118.47799682617188,17,17_1
A395221,2,34.0785,-118.41364,0,0_1
A395305,4,34.12887,-118.23526,12,12
A400478,4,34.04762,-118.3125,27,27
A400940,2,33.99077,-118.42775,4,4
A400984,1,34.08736,-118.35392,21,21_2
A402053,2,34.17028045654297,-118.6543960571289,28,28
A537363,5,34.11599,-118.18593,12,12
A538568,2,34.07937,-118.26531,9,9_4
A540451,2,33.99761,-118.41768,4,4
A552216,2,34.02707,-118.48176,17,17_0
A555979,2,34.05536,-118.43194,29,29_1
A557734,15,33.85408,-118.39836,13,13
A562255,2,34.033260345458984,-118.49142456054688,17,17_0
A565733,6,34.11411,-118.31521,21,21_3
A150097,3,34.18163,-118.39925,19,19
A151356,6,34.08963,-118.27103,9,9_1
A152514,2,33.90502166748047,-118.42046356201172,13,13
A404691,4,34.04734,-118.31183,27,27
A404795,4,34.04738,-118.31411,27,27
A408035,2,34.05169,-118.36133,0,0_2
A409740,6,34.12244,-118.36029,21,21_0
A411757,1,34.0929,-118.27854,9,9_1
A415357,2,34.16354,-118.45621,19,19
A416651,2,34.08609,-118.27127,9,9_1
A422037,4,33.99009,-118.45531,17,17_2
A424793,2,34.0808,-118.27719,9,9_1
A424928,4,33.99803,-118.47723,17,17_1
A565836,2,33.99263,-118.46499,17,17_1
A565873,6,33.98325,-118.4672,17,17_2
A566016,10,34.12356,-118.3751,21,21_0
A570747,6,34.04228,-118.90101,30,30
A571242,2,34.16675,-118.11573,31,31
A571452,2,33.98976,-118.47044,17,17_1
A571586,7,34.14731,-118.38454,7,7
A573036,5,34.09638,-118.33257,21,21_3
A153412,4,33.98335,-118.46769,17,17_2
A426663,2,34.08504,-118.3676,0,0_3
A430682,2,34.10785,-118.34256,21,21_3
A431476,4,34.10336,-118.32366,21,21_3
A433619,1,34.14261,-118.36865,7,7
A435277,2,34.07173,-118.386,0,0_1
A438464,2,34.09782,-118.61694,16,16
A438472,1,34.1135,-118.16084,31,31
A440820,2,33.98297,-118.37812,4,4
A160288,2,34.09793,-118.61621,16,16
A162047,3,33.77191,-118.39385,20,20
A577436,4,34.0785,-118.41364,0,0_1
A577969,8,34.11431,-118.42465,19,19
A578100,1,34.00758,-118.43713,4,4
A579927,6,33.98185,-118.46691,17,17_2
A584489,2,34.12602,-118.65684,16,16
A584724,4,34.08507,-118.3697,0,0_3
A585338,4,34.077813015232735,-118.26394365641288,9,9_4
A586709,2,34.09322,-118.25024,9,9_4
A589056,4,34.09517,-118.34399,21,21_2
A164889,4,34.09813,-118.61599,16,16
A164946,2,34.04827,-118.23603,9,9_0
A441166,2,33.76478,-118.13349,2,2
A446566,1,34.09557,-118.34064,21,21_2
A446757,6,34.10336,-118.32366,21,21_3
A460731,2,33.90045,-118.40868,13,13
A462726,2,34.15898,-118.4593,19,19
A463025,2,33.98962,-118.42346,4,4
A468573,2,33.76459,-118.13367,2,2
A469951,6,33.98861,-118.45721,17,17_2
A165978,4,34.06923,-118.34549,21,21_2
A170872,6,34.08546,-118.60487,16,16
A590936,2,34.07566,-118.22307,9,9_0
A590957,2,33.8634,-118.37026,13,13
A591831,1,34.07808,-118.20739,6,6
A593043,6,34.00816,-118.46601,17,17_1
A594777,4,34.07645,-118.20635,6,6
A598240,8,33.85675,-118.39704,13,13
A604321,4,34.09372,-118.118,22,22
A611841,3,34.11737,-118.32114,21,21_3
A611903,5,34.10475,-118.26176,12,12
A180926,6,34.07054,-118.89799,30,30
A472748,6,33.988040924072266,-118.4671401977539,17,17_1
A473632,6,34.15438,-118.60947,28,28
A490221,6,34.06462,-118.4919,29,29_0
A492235,2,34.00858,-118.45334,17,17_1
A495207,7,33.98682,-118.46196,17,17_2
A498014,2,33.99847,-118.46617,17,17_1
A498342,4,34.21033,-118.61166,28,28
A181511,3,34.10053,-118.24925,12,12
A617321,2,33.83361,-118.18018,2,2
A619457,6,34.10854,-118.3145,21,21_3
A621233,2,34.09749,-118.61543,16,16
A622766,2,34.09513,-118.35534,21,21_2
A625983,4,34.17112,-118.36777,7,7
A626181,6,33.99571640179683,-118.4608312351106,17,17_1
A626302,2,33.91942,-118.20913,18,18
A634390,2,34.18268,-118.59633,28,28
A635213,2,34.15438,-118.08306,31,31
A183319,2,33.99211,-118.476,17,17_1
A188081,5,34.11088,-118.30782,21,21_1
A190160,2,34.07098,-118.25078,9,9_4
A191733,4,34.11365,-118.25162,12,12
A499612,2,34.04045,-118.2335,6,6
A500559,3,34.03372,-118.47139,29,29_0
A502172,4,34.12597,-118.22577,12,12
A504631,2,34.20169,-118.50028,3,3
A506650,6,34.01883,-118.46399,17,17_1
A507927,2,34.07282,-118.59627,16,16
A510381,2,33.98945,-118.4752,17,17_1
A512682,3,34.08975,-118.2787,9,9_1
A194809,2,34.0238,-118.40512,4,4
A636629,4,34.07507,-118.2085,6,6
A638927,2,34.09385,-118.35044,21,21_2
A639363,7,33.99849,-118.43987,4,4
A642537,2,34.02801,-118.40921,4,4
A643453,2,34.07548,-118.20822,6,6
A644008,2,34.1016,-118.32992,21,21_3
A644009,2,34.10239,-118.32851,21,21_3
A649834,1,34.11262,-118.3071,21,21_1
A195229,2,34.02035,-118.43428,4,4
A196410,2,34.08187,-118.25663,9,9_4
A197756,3,34.08618,-118.27651,9,9_1
A513313,8,34.20834,-118.23681,12,12
A513635,3,33.98952,-118.45224,17,17_2
A514836,1,34.099049,-118.320488,21,21_3
A524134,2,33.99826,-118.46464,17,17_1
A526012,2,33.99518,-118.46315,17,17_1
A528357,2,34.16533,-118.35153,7,7
A676727,4,34.00985,-118.40897,4,4
A198613,1,34.08538,-118.34455,21,21_2
A678709,7,33.83605,-118.38693,13,13
A679695,5,33.77686,-118.32595,20,20
A682209,7,33.97007,-118.38655,4,4
A686348,1,34.07537,-118.2562,9,9_4
A686726,4,34.16484,-118.33,7,7
A686771,4,34.20838,-118.56482,3,3
A687106,1,33.95674,-118.4312,4,4
A687590,3,34.06329,-118.37188,0,0_3
A688048,2,33.7742,-118.3922,20,20
A656636,2,34.08346,-118.25704,9,9_4
A658312,2,34.10706,-118.16624,31,31
A663876,5,34.06759,-118.38192,0,0_1
A663889,2,34.08227,-118.59944,16,16
A667836,4,34.14511,-117.99678,1,1
A668111,2,33.99796,-118.4775,17,17_1
A669590,2,34.09995,-118.32801,21,21_3
A669808,3,34.04995346069336,-118.43560028076172,29,29_1
A669825,3,34.04765319824219,-118.43460083007812,29,29_1
A688583,2,34.08974,-118.27021,9,9_1
A692712,10,33.99436,-118.47841,17,17_1
A693634,6,33.98435,-118.42873,4,4
A693919,4,34.17607,-118.37483,7,7
A696051,3,34.08821,-118.60282,16,16
A696061,6,33.99254,-118.47777,17,17_1
A696078,9,33.99266,-118.47685,17,17_1
A697178,2,34.0962,-118.61714,16,16
A700683,9,34.00288,-118.44749,17,17_1
A700798,3,34.09478,-118.25644,9,9_4
A203991,2,34.03301,-118.46104,29,29_0
A206662,1,34.1042,-118.34748,21,21_2
A210489,8,34.05303,-118.39449,0,0_1
A669955,2,34.16276,-118.46502,19,19
A675783,1,33.90041,-118.40844,13,13
A798535,2,34.10722,-118.26281,12,12
A801336,2,34.00236,-118.47622,17,17_1
A802935,3,34.10464,-118.347,21,21_2
A808398,4,33.96165,-118.45234,17,17_2
A808891,2,34.08518,-118.35108,21,21_2
A809072,1,34.08587,-118.2902,9,9_1
A704727,3,34.09689,-118.25959,9,9_4
A704844,1,34.1646,-118.51952,3,3
A707205,8,33.97886,-118.03569,33,33
A710420,5,34.06791,-118.34731,0,0_3
A713490,2,34.07783,-118.2766,9,9_1
A719115,1,34.21665,-118.443,19,19
A720051,2,34.0423,-118.35986,0,0_2
A721679,4,34.07102,-118.26537,9,9_4
A728613,2,34.08798,-118.38205,0,0_0
A214533,2,34.09624,-118.34656,21,21_2
A215161,2,33.97713,-118.46279,17,17_2
A217666,2,34.0768,-118.35301,0,0_3
A217971,5,34.02886,-118.51392,17,17_0
A729486,2,33.95375,-118.43756,4,4
A729630,2,34.15642,-118.73423,8,8
A730669,4,34.10654,-118.36747,21,21_0
A730842,2,34.03832,-118.22993,6,6
A732392,2,34.07036,-118.38114,0,0_1
A732969,3,34.08141,-118.3206,21,21_1
A733051,4,34.00171,-118.46581,17,17_1
A733673,8,34.1152,-118.31863,21,21_3
A810082,2,34.10051,-118.37997,0,0_0
A814971,8,34.03315,-118.43823,29,29_0
A818266,4,34.09151,-118.36679,0,0_0
A818526,12,34.09342,-118.81719,30,30
A819960,2,34.14914,-118.45581,19,19
A820227,2,34.09426,-118.87059,30,30
A821996,2,34.04778,-118.23537,9,9_0
A221502,3,34.06581,-118.29441,9,9_2
A222200,10,33.99314,-118.46053,17,17_1
A226517,2,33.74232,-118.30168,20,20
A822340,4,34.10714,-118.38935,0,0_0
A823617,3,34.10814,-118.33978,21,21_3
A826887,4,33.99807,-118.47778,17,17_1
A828216,3,34.04911804199219,-118.43807983398438,29,29_1
A828384,3,34.09307,-118.28015,9,9_1
A828540,2,34.04827,-118.23603,9,9_0
A832900,2,33.99854,-118.42428,4,4
A838943,2,34.15791,-118.41551,19,19
A839019,3,33.98675,-118.46251,17,17_2
A734774,2,34.04245,-118.30607,27,27
A734823,2,33.97758,-118.4612,17,17_2
A737112,3,33.99736,-118.46766,17,17_1
A738178,2,34.17893,-118.13366,31,31
A739983,3,34.08025,-118.5981,16,16
A743374,2,34.05249,-118.39533,0,0_1
A745011,4,34.17056,-118.36234,7,7
A746115,2,34.10057,-118.37408,0,0_0
A747328,2,34.0122,-118.46316,17,17_1
A913055,2,34.19277447323954,-118.6349363057821,28,28
A913270,1,34.13039,-118.34505,21,21_0
A915336,2,33.99932,-118.45371,17,17_1
A916821,2,34.09962,-118.34291,21,21_2
A921737,2,34.09192,-118.33974,21,21_2
A749702,2,34.09119,-118.43816,29,29_1
A752388,3,33.98218,-118.4703,17,17_2
A755565,1,33.99849,-118.43987,4,4
A755774,5,33.97528,-118.46168,17,17_2
A755837,4,34.10813,-118.34098,21,21_3
A760543,1,34.05881,-118.4252,29,29_1
A761629,2,34.00961,-118.40798,4,4
A761630,4,34.00952,-118.40946,4,4
A770046,5,34.09351,-118.32837,21,21_3
A839546,8,34.08099,-118.20263,6,6
A840496,4,33.76572,-118.17947,2,2
A840797,2,34.0798,-118.2685,9,9_4
A840959,3,33.99820327758789,-118.3915023803711,4,4
A844214,2,34.09361,-118.27665,9,9_1
A844240,6,33.89067,-118.41283,13,13
A844353,4,34.13048,-118.46677,19,19
A844386,6,33.95116,-118.4451,17,17_2
A845476,2,34.04734,-118.23624,9,9_0
A921738,2,34.09325,-118.35739,21,21_2
A921828,10,33.99924087524414,-118.47870635986328,17,17_1
A925303,2,34.11428,-118.3145,21,21_3
A932354,2,33.994068,-118.46257,17,17_1
A848816,2,34.16815,-118.39238,7,7
A849360,4,34.09386,-118.27895,9,9_1
A851978,6,33.77555,-118.19571,2,2
A852580,2,34.0574,-118.35775,0,0_3
A853359,2,34.04827,-118.23603,9,9_0
A854258,2,34.17753,-118.13531,31,31
A854589,1,34.02778,-118.36516,27,27
A771025,2,34.04863,-118.25006,9,9_0
A776201,16,34.04795,-118.31315,27,27
A776555,2,33.79112,-118.32483,20,20
A776941,2,33.99976,-118.44869,17,17_1
A781313,2,34.16283,-118.13643,31,31
A781722,2,34.09408,-118.35536,21,21_2
A783158,8,34.10429,-118.31237,21,21_1
A789243,2,34.06102,-118.29926,9,9_2
A797642,2,34.04827,-118.23603,9,9_0
A934609,2,34.08267,-118.34311,21,21_2
A934688,4,33.98887,-118.47356,17,17_1
A937869,2,34.14954,-118.5951,28,28
A797694,2,34.04827,-118.23603,9,9_0
A797923,1,33.84515,-118.1563,2,2
A1045863,4,34.04233,-118.46441,29,29_0
A1046293,1,34.17007,-118.46056,19,19
A1053404,2,34.05862,-118.32505,27,27
A1054981,4,33.99284,-118.46732,17,17_1
A1055976,2,34.02778,-118.49294,17,17_0
A1056045,2,34.02924,-118.49325,17,17_0
A1056280,2,34.08974,-118.35184,21,21_2
A860446,2,34.02715,-118.49267,17,17_0
A862186,2,34.19134,-118.52282,3,3
A868801,2,34.01099,-118.47314,17,17_1
A869189,2,34.20465,-118.43063,19,19
A869587,5,33.8733,-118.37391,13,13
A872348,5,34.09906,-118.59798,16,16
A873046,2,34.07137,-118.34399,21,21_2
A873218,6,34.17075,-118.6194,28,28
A882158,2,34.03424,-118.3732,0,0_2
A882333,2,34.0869,-118.34993,21,21_2
A939688,6,34.03309,-118.74573,30,30
A883681,4,34.0546,-118.17869,6,6
A884715,4,33.7874,-118.2981,20,20
A890924,1,34.1795,-118.37155,7,7
A893506,1,34.07695,-118.20819,6,6
A893786,6,33.98868942260742,-118.46741485595705,17,17_1
A895309,4,34.15816,-118.1414,31,31
A898252,6,34.21181,-118.16425,31,31
A939739,4,34.08871,-118.59569,16,16
A1056743,2,34.08066,-118.25865,9,9_4
A1056955,4,34.19589,-118.11941,31,31
A1058616,2,33.89661,-118.41484,13,13
A1059943,3,33.90122,-118.40155,13,13
A1069246,2,33.99728,-118.48254,17,17_1
A1074732,2,33.99845,-118.47759,17,17_1
A1082963,2,34.12976,-118.64247,28,28
A1083801,4,34.10581,-118.33976,21,21_3
A1083874,1,34.01638,-118.35122,27,27
A1084610,2,34.07838,-118.11331,22,22
A945586,8,34.102699,-118.360073,21,21_0
A945663,6,34.06461,-118.34185,21,21_2
A947846,2,34.09782,-118.34075,21,21_2
A948999,2,33.83315,-118.18019,2,2
A1089331,2,33.97757,-118.46175,17,17_2
A1090564,2,34.10012,-118.27413,9,9_1
A1090649,4,33.99706,-118.44991,17,17_2
A1092952,2,34.08678,-118.24957,9,9_4
A1094523,2,34.07452,-118.60076,16,16
A1095376,2,34.07832,-118.270523,9,9_4
A1097756,6,34.14807,-118.59683,28,28
A1101477,2,34.16141,-118.10509,31,31
A899909,2,34.04935,-118.23554,9,9_0
A900567,2,34.02675,-118.40067,4,4
A900915,2,34.07688,-118.3854,0,0_1
A902024,2,34.1129,-118.15583,31,31
A902788,2,34.18314,-118.1522,31,31
A904512,4,34.08698,-118.39071,0,0_0
A907295,2,34.10599,-118.31835,21,21_3
A908836,1,34.18697,-118.41866,19,19
A910294,9,34.11102,-118.26318,12,12
A950208,2,34.08044,-118.36695,0,0_3
A951515,3,34.00317,-118.47928,17,17_1
A910914,2,33.76606,-118.16676,2,2
A1192945,6,33.87982,-118.40363,13,13
A1194632,2,34.14168,-117.8829,24,24
A1198149,4,34.07853,-118.11526,22,22
A1200697,5,34.12075,-118.17743,31,31
A1204042,1,34.15356,-118.08504,31,31
A1209832,2,34.08877,-118.35181,21,21_2
A1212897,3,33.99743,-118.44018,4,4
A1213127,2,33.99977,-118.44954,17,17_1
A1214032,4,34.08478,-118.38886,0,0_0
A953971,2,34.06478,-118.39512,0,0_1
A958435,9,33.98209762573242,-118.46398162841795,17,17_2
A959751,3,34.04998779296875,-118.4361572265625,29,29_1
A960062,2,34.15707,-118.31684,7,7
A1103522,4,34.04306,-118.68291,16,16
A1104042,4,34.08541,-118.34383,21,21_2
A1107730,1,34.08387,-118.27427,9,9_1
A1108077,4,34.01798,-118.41585,4,4
A1110856,1,34.00774,-118.48142,17,17_1
A1112358,2,34.04225,-118.47908,29,29_0
A1112589,2,33.99639,-118.47193,17,17_1
A1112690,2,34.04392,-118.47059,29,29_0
A1115108,2,34.00037,-118.45511,17,17_1
A960372,3,33.98267,-118.46868,17,17_2
A961834,3,34.04753494262695,-118.43470001220705,29,29_1
A961852,4,34.08619,-118.26862,9,9_1
A964803,2,34.10584,-118.25647,12,12
A1217295,2,34.10948,-118.19055,12,12
A1217517,2,33.84645,-118.39058,13,13
A1217850,6,34.10791,-118.16664,31,31
A1219615,2,34.09226,-118.33893,21,21_2
A1220144,6,33.99798,-118.39764,4,4
A1220178,4,34.04181,-118.88698,30,30
A1220414,4,34.05423560616228,-118.35729641101396,0,0_2
A1220989,5,34.1063,-118.2698,9,9_1
A1221430,2,34.04439,-118.38563,0,0_2
A966019,6,33.86926,-118.39669,13,13
A967783,2,34.002216,-118.432892,4,4
A1115276,3,34.09417,-118.27251,9,9_1
A1121391,2,34.26401,-118.3161,7,7
A1125114,8,34.08812,-118.45882,29,29_1
A1125117,2,34.04827,-118.23603,9,9_0
A1125142,2,34.04827,-118.23603,9,9_0
A1126884,3,34.14192,-118.21572,12,12
A1127572,2,34.0886,-118.37659,0,0_0
A1130059,2,34.09596,-118.35302,21,21_2
A1132215,8,34.08419,-118.27837,9,9_1
A969436,2,34.14791,-118.46739,19,19
A970942,2,34.0699,-118.36905,0,0_3
A1223274,2,34.01301,-118.48384,17,17_0
A1226155,5,34.08114,-118.28315,9,9_1
A1226324,2,34.00681,-118.31471,27,27
A1233296,2,34.07848547135846,-118.11629749846294,22,22
A1236639,2,33.74833,-118.40634,20,20
A1236800,1,34.05457,-118.37962,0,0_2
A1240012,2,34.04827,-118.23603,9,9_0
A1240735,2,34.10051,-118.37997,0,0_0
A975453,3,34.0405,-118.33628,27,27
A976067,1,34.0265,-118.44157,29,29_0
A1240859,2,34.1,-118.32807,21,21_3
A1240876,2,34.10145,-118.32816,21,21_3
A1240889,2,34.10024,-118.32759,21,21_3
A1240919,2,34.10136,-118.32788,21,21_3
A1240928,2,34.10231,-118.32907,21,21_3
A1246134,2,33.99905,-118.46518,17,17_1
A1246711,5,34.10527,-118.62838,16,16
A1246861,2,34.17716,-118.13545,31,31
A1249253,2,34.10681,-118.27555,9,9_1
A978130,4,34.08713,-118.41161,0,0_1
A978823,6,33.78985,-118.2037,2,2
A1135010,2,34.04269,-118.23678,9,9_0
A1138652,1,34.06549,-118.34901,0,0_3
A1138715,6,34.10216,-118.33778,21,21_3
A1140691,2,34.11953,-118.32508,21,21_3
A1147968,2,34.08019,-118.32747,21,21_1
A1159652,4,33.85813,-118.39369,13,13
A1160233,2,34.09565,-118.18574,6,6
A1160256,5,34.01925,-118.49343,17,17_0
A1160367,3,34.2018,-118.54782,3,3
A1167685,2,34.14619,-118.39932,19,19
A1168086,2,34.08774,-118.3353229,21,21_2
A1170934,2,34.08932,-118.29512,9,9_1
A1172076,5,34.04682,-118.5292,17,17_0
A1173896,2,34.05367,-118.37901,0,0_2
A1175027,8,34.1606,-118.26255,12,12
A1178596,2,34.02871,-118.38523,4,4
A1180144,2,34.02497,-118.79521,30,30
A1180428,2,34.11146,-118.21216,12,12
A1249469,2,33.91304,-118.35306,25,25_0
A1251560,1,34.10171,-118.22505,12,12
A1252837,2,34.10692,-118.62826,16,16
A1256361,3,34.08593,-118.2506,9,9_4
A1256645,4,34.08834,-118.36624,0,0_3
A1257025,1,34.02251,-118.50066,17,17_0
A1259393,1,34.14101,-117.88273,24,24
A1259730,2,34.10868,-118.33835,21,21_3
A981012,4,34.05399,-118.35713,0,0_2
A983537,3,34.08085,-118.35932,0,0_3
A1260674,2,34.06619,-118.28643,9,9_2
A1261013,3,34.0864,-118.33492,21,21_2
A1262262,3,34.09467,-118.26853,9,9_1
A1263333,1,34.11786,-118.34003,21,21_3
A1264179,5,34.08822,-118.35561,21,21_2
A1271057,4,34.00586,-118.48398,17,17_0
A1278671,1,34.08338784697017,-118.09720984210438,22,22
A984743,4,34.12793,-118.32083,21,21_3
A990385,2,34.04827,-118.23603,9,9_0
A990565,2,34.00206,-118.43012,4,4
A994791,1,34.02517,-118.42694,4,4
A1186217,8,34.1087,-118.43367,29,29_1
A1187054,2,34.0504,-118.2459,9,9_0
A1187091,4,33.73096,-118.29905,20,20
A1187109,2,34.08879,-118.35276,21,21_2
A1189852,10,34.10892,-118.3223,21,21_3
A1305637,1,34.08919,-118.32434,21,21_1
A1308927,1,34.15494,-118.45583,19,19
A1309326,2,34.09825,-118.33655,21,21_3
A1312034,2,34.03561,-118.474373,29,29_0
A1281248,5,34.03588,-118.22915,6,6
A1283585,4,34.11292,-118.37515,0,0_0
A1287456,2,34.09711,-118.27649,9,9_1
A1288452,2,34.12821,-118.34467,21,21_0
A1289120,2,34.05369,-118.43683,29,29_1
A1290697,5,34.07926,-118.32069,21,21_1
A1291392,4,33.77511,-118.17571,2,2
A1292476,3,33.99521,-118.45409,17,17_2
A997978,3,34.10367,-118.62536,16,16
A1003048,4,34.1598,-118.14271,31,31
A1006774,2,34.04133,-118.43626,29,29_1
A1292527,1,34.09842,-118.36302,21,21_2
A1292654,1,33.99334,-118.43392,4,4
A1293181,4,34.03491,-118.46739,29,29_0
A1294678,6,33.99808,-118.45645,17,17_1
A1294861,1,34.1303,-118.34471,21,21_0
A1297940,1,34.24909,-118.5344,3,3
A1298276,4,34.04368,-118.74075,30,30
A1305483,4,34.11028,-118.22064,12,12
A1509069,2,33.91942,-118.20913,18,18
A1313173,1,33.99134,-118.45566,17,17_2
A1313414,2,34.1682888984077,-118.33080836267926,7,7
A1317166,4,33.97948,-118.46729,17,17_2
A1327133,6,34.09419,-118.25122,9,9_4
A1332728,3,33.98532,-118.4531,17,17_2
A1339442,2,34.0903,-118.28209,9,9_1
A1343729,2,33.75694,-118.12398,2,2
A1346324,3,34.03168,-118.44018,29,29_0
A1349142,2,34.09767,-118.3381,21,21_2
A1351169,2,34.09274,-118.34756,21,21_2
A1354761,4,33.98682,-118.42494,4,4
A1355192,1,34.15715,-118.69686,8,8
A1360031,1,34.09463,-118.3027,21,21_1
A1361695,4,33.91835,-118.40822,13,13
A1364192,5,34.09515,-118.21371,12,12
A1365140,6,33.9187,-118.40983,13,13
A1365536,6,33.98707,-118.45548,17,17_2
A1365676,2,34.14766,-118.40721,19,19
A1373250,2,34.04510929310949,-118.35945575231976,0,0_2
A1006850,1,34.02761,-118.40958,4,4
A1007338,2,34.02781,-118.49267,17,17_0
A1511413,4,33.99415,-118.47224,17,17_1
A1515883,2,33.819183,-118.175247,2,2
A1516472,1,34.1819,-118.38086,7,7
A1520731,2,33.99052,-118.46527,17,17_1
A1521508,1,34.0802,-118.36586,0,0_3
A1526011,5,34.04995,-118.41494,29,29_1
A1526270,2,34.6786129,-118.2065851,32,32
A1526280,4,33.87716,-118.36775,13,13
A1537377,6,34.16103,-117.97922,1,1
A1537988,2,34.15709,-118.38313,7,7
A1008814,1,34.09281,-118.37074,0,0_0
A1012454,4,34.108788,-118.339195,21,21_3
A1014088,1,34.08282,-118.35294,21,21_2
A1014540,1,34.12204,-118.18361,12,12
A1019417,2,34.11611,-118.32357,21,21_3
A1538312,4,34.0986511,-118.2149332,12,12
A1543164,2,34.08705,-118.3504,21,21_2
A1545503,2,34.04603,-118.36303,0,0_2
A1550619,3,34.05049,-118.46906,29,29_0
A1556821,3,33.99019,-118.47637,17,17_1
A1557220,2,34.2971,-118.43554,14,14
A1557272,2,34.29564,-118.4381,14,14
A1560795,2,34.0907,-118.37879,0,0_0
A1561140,5,34.10898,-118.39163,0,0_0
A1562549,2,34.09069,-118.24688,9,9_4
A1373260,2,34.17935,-118.1358,31,31
A1375509,1,34.04792,-118.22253,6,6
A1377873,6,33.95695,-118.44053,17,17_2
A1378519,1,34.03359193466626,-118.46912946710847,29,29_0
A1381300,1,34.15879,-118.37348,7,7
A1381369,5,34.09335,-118.27285,9,9_1
A1387810,4,34.07104,-118.36672,0,0_3
A1392920,2,34.13205,-118.36303,7,7
A1393501,3,34.070049,-118.312822,21,21_1
A1399365,2,34.02461,-118.48571,17,17_0
A1404538,4,34.09657,-118.43427,29,29_1
A1408665,4,34.10766,-118.37301,0,0_0
A1409099,4,33.98403,-118.47005,17,17_1
A1416913,1,33.96714,-118.39998,4,4
A1417038,4,33.8229,-118.19185,2,2
A1417709,1,34.19093,-118.59068,28,28
A1421694,2,34.0864,-118.27206,9,9_1
A1423339,2,34.1001,-118.26708,9,9_1
A1021820,4,33.98835,-118.47015,17,17_1
A1023702,8,34.01435,-118.39237,4,4
A1567217,2,34.08835,-118.38317,0,0_0
A1570418,8,34.08291,-118.88406,30,30
A1570497,2,34.08585,-118.34293,21,21_2
A1571017,2,34.04827,-118.23603,9,9_0
A1582977,2,34.04956,-118.4667,29,29_0
A1588977,1,34.11432,-118.27487,12,12
A1589503,1,34.11259,-118.38873,0,0_0
A1593753,1,34.10616,-118.34621,21,21_2
A1602551,2,33.98455,-118.46902,17,17_2
A1025111,2,34.57101,-118.13765,5,5
A1025161,2,34.060768127441406,-118.3476104736328,0,0_3
A1027368,6,33.82173904051082,-118.38722211060268,13,13
A1602770,2,34.09002,-118.18544,6,6
A1602772,2,34.09006,-118.18683,6,6
A1605682,7,34.04807,-118.45549,29,29_0
A1617945,2,33.98307,-118.46929,17,17_2
A1623443,1,33.9884,-118.47433,17,17_1
A1624985,4,34.0509,-118.25448,9,9_5
A1625400,1,34.15728,-118.3414,7,7
A1628111,2,34.0976,-118.33695,21,21_2
A1036039,2,34.02748,-118.49319,17,17_0
A1036437,2,34.02788,-118.49326,17,17_0
A1039000,1,34.09475,-118.37055,0,0_0
A1040399,6,34.09771,-118.28621,9,9_1
A1041616,4,34.07428,-118.38686,0,0_1
A1042282,3,34.14327,-118.10633,31,31
A1423375,6,34.10183,-118.26616,9,9_1
A1429012,2,34.02876,-118.49254,17,17_0
A1444920,4,34.05084,-118.31712,27,27
