id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A1230482326313690285,9,34.14159333169439,-117.87670221179724,24,24
A1230491170303411167,16,34.04645,-118.29145,9,9_3
A1230510960530957061,10,34.04267,-118.43232,29,29_1
A1230552949984563105,2,34.0924515,-118.1571258,22,22
A1233437649455814832,4,34.13342,-118.19598,12,12
A1233453388623988295,2,34.0482,-118.24849,9,9_0
A1233457433035884624,5,33.93188,-118.02698,33,33
A1233459660809848249,6,34.12988159529399,-118.25729708882436,12,12
A1233472467202210138,7,34.1218,-117.90279,24,24
A1233478371125352353,9,33.79515,-118.30209,20,20
A1233502270235939360,3,33.91822167315621,-118.39122969657184,25,25_2
A1233507121053150212,3,33.92223242581945,-118.38935449719428,25,25_2
A1233509391417354686,6,34.00425,-117.97912,33,33
A1233510693814103070,5,33.920595445714994,-118.38952749967576,25,25_2
A1233512945323058447,2,34.096261073280495,-118.35306551820194,21,21_2
A1232755258592949455,2,34.09459161025066,-118.34436460291975,21,21_2
A1232764986846442394,3,34.09405,-118.34473,21,21_2
A1232770039061892538,4,34.14956,-118.37818,7,7
A1233597111128173122,4,34.058377204267465,-118.08430244455926,22,22
A1233599886503414364,6,34.091753997821655,-118.3508410751876,21,21_2
A1233612534106138562,1,34.007661965443035,-118.2838257616578,27,27
A1233688497694609167,2,34.0684,-118.35383,0,0_3
A1233696989711656690,4,33.76912429605484,-118.15914759119092,2,2
A1233707268928642182,4,34.0876,-118.27382,9,9_1
A1233709748154828008,10,34.22736,-118.369,7,7
A1234077502234574657,2,34.09499,-118.29765,21,21_1
A1234096874564231965,4,34.05926853222389,-118.38279257791756,0,0_1
A1230554977296475808,1,34.03635191656185,-118.28221499919891,9,9_3
A1230564296616071816,2,34.0924515,-118.1571258,22,22
A1230570149864762272,1,34.03643,-118.28295,9,9_3
A1230572326102295914,2,34.0924515,-118.1571258,22,22
A1230574967080042105,1,34.036,-118.28265,9,9_3
A1230578152408541418,2,34.58635400424936,-118.15747115761042,5,5
A1230585209252873676,2,34.1034738,-117.91919,24,24
A1230588040922817524,1,34.03589359388348,-118.28310050398228,9,9_3
A1230636493097193423,4,33.97364960365999,-118.18620574947842,6,6
A1230638161742013225,4,34.1461298857991,-118.61536147114325,28,28
A1230832110020253237,1,34.16099,-118.28042,12,12
A1231136469091454975,2,34.54235,-118.12007,5,5
A1234115320420025364,2,34.0681,-118.38707,0,0_1
A1234145977380491268,12,34.1150701,-118.3627845,21,21_0
A1234148534467223241,3,33.92061575086971,-118.42207771424476,13,13
A1234159212572164659,2,34.01199968188802,-118.2355662650918,6,6
A1234160722322848682,4,34.07004,-118.1998,6,6
A1234199683561190700,6,34.07386,-118.30168,9,9_2
A1234251969807091076,6,34.01695,-118.81378,30,30
A1234277014857625988,2,33.76074682713058,-118.1349633618298,2,2
A1234302211194029458,2,34.07116509706592,-118.3236590401213,21,21_1
A1234365944996852891,5,34.06311,-118.45194,29,29_1
A1231138953919478324,4,33.980007963127704,-118.46259085119064,17,17_2
A1233513284283298965,12,33.9049439,-118.4216555,13,13
A1233526084485239745,2,34.095361231072744,-118.37485989270913,0,0_0
A1233544841596829076,8,34.17080471453417,-118.05166935427286,1,1
A1233545085803258797,2,34.13428,-118.15693,31,31
A1233561378680659314,3,34.09785,-118.32508,21,21_3
A1233562559355073991,4,34.09811559218838,-118.3330972430416,21,21_3
A1233563099134330778,4,34.04517,-118.18911,6,6
A1233570372518337909,10,34.1507,-118.549,3,3
A1235918859243989740,2,34.03584126474175,-118.44570332483394,29,29_0
A1235976203423525151,10,34.24051335305245,-118.48565765663074,3,3
A1231161948788129756,10,34.128030431798585,-118.3801373366114,7,7
A1231171506858995531,4,33.91722367847217,-118.35509900003672,25,25_0
A1231175604858028087,6,33.91755421159966,-118.35108306258915,25,25_0
A1231180703343184195,6,33.914062125537036,-118.35378404706717,25,25_0
A1231182913699511720,6,33.92015502854113,-118.3536422252655,25,25_0
A1231185619803469675,12,33.919182652808615,-118.35559252649544,25,25_0
A1231186688305504213,16,33.91901488557262,-118.35180524736644,25,25_0
A1234378837883710066,2,33.7662181,-118.1878282,2,2
A1234422268186335183,6,34.163670861688104,-118.593787150917,28,28
A1234437067014980679,4,34.06753890036514,-118.13146273057754,22,22
A1234446250231338316,2,34.02549034618925,-118.39852336317304,4,4
A1234447452862944101,1,34.059159752982445,-118.2916654475712,9,9_2
A1234491307200212660,4,34.0688394567995,-118.1325424937586,22,22
A1234826783904764835,6,34.00371370289017,-118.41278418328037,4,4
A1234856802566379514,1,33.9325,-118.12426,34,34
A1234867484228541238,6,34.02565,-117.79705,11,11
A1234870218252772941,2,33.99718312626753,-118.47235776941544,17,17_1
A1231205046874051429,2,34.276653229653476,-118.4420227458966,3,3
A1231210843433481598,2,34.06981,-118.38757,0,0_1
A1231242344001037596,2,34.174725318826845,-118.27095089579228,12,12
A1236053807216076394,4,34.129886164263354,-118.2601609819716,12,12
A1236128938425692374,3,34.10971,-118.03216,1,1
A1236154038666956484,2,34.03711656796338,-118.35493590287882,27,27
A1236191020986832316,2,33.839331971963624,-118.32229287398788,20,20
A1236241671266102255,1,34.46918,-118.53477,23,23
A1236267687833452639,3,34.1299994573924,-118.08429039448654,31,31
A1236296521241160191,6,34.0511542,-118.3568864,0,0_2
A1236335938490570440,2,34.14291853581464,-118.45552150512964,19,19
A1236349576028405136,8,34.256561058079065,-118.50664850324392,3,3
A1236360378016938521,6,34.12462,-118.21327,12,12
A1231262234929680687,4,34.1163,-118.62955,16,16
A1231285485834681263,2,34.00104337407613,-118.46686572484204,17,17_1
A1231343723868519883,1,34.20745,-118.5841,28,28
A1231379770282781157,2,34.10718,-118.03613,1,1
A1231390647502297279,4,34.07,-118.38754,0,0_1
A1234917822870312893,4,33.8088,-118.21795,2,2
A1234979690775555130,11,34.05634,-118.38298,0,0_1
A1234993162421852213,8,33.97762,-117.91345,15,15
A1235015713892797460,2,34.00102,-118.43573,4,4
A1235017038337556912,8,34.06245,-118.37647,0,0_3
A1235043892662787876,8,34.027687,-118.8185472,30,30
A1235232082746390827,3,33.803004611398336,-118.2163781672716,2,2
A1235275043332324079,3,34.1559239,-118.2743803,12,12
A1235356543032358021,3,34.1421551,-118.2363605,12,12
A1235395431520281610,2,34.03605,-118.35532,27,27
A1231392866299377660,4,34.02251,-118.14334,6,6
A1231424955789792912,1,34.0601528375304,-118.29374872566456,9,9_2
A1231508913820852089,2,34.0319,-117.76757,11,11
A1231561030570234894,6,33.98181,-118.46156,17,17_2
A1237719138641005080,3,33.8039,-118.19081,2,2
A1236389508162720534,5,34.01814664622594,-118.49180165623704,17,17_0
A1236393268807827946,2,34.11113,-118.06687,1,1
A1236447805673406968,5,33.97789,-118.36919,25,25_1
A1236477250439064067,4,34.09009992094129,-118.3825259802912,0,0_0
A1236565323896297840,8,34.09068918407726,-118.34706694891211,21,21_2
A1236567661329545816,3,34.190264134998706,-118.57362584832896,28,28
A1236618443750207697,2,34.022757150770914,-118.30633593452924,27,27
A1236619555518029786,2,34.02396,-118.30604,27,27
A1236660228639093273,1,34.00549791140402,-118.044950620192,33,33
A1236678310040512854,6,34.02737127640708,-118.47284667176402,17,17_0
A1236683904294833826,4,34.01433,-118.49105,17,17_0
A1235426400473878411,6,33.978398325335746,-118.43758043550952,4,4
A1235428473228014709,12,34.03742446851989,-118.35650850934108,27,27
A1235437951809672377,4,34.0989,-118.33457,21,21_3
A1235460963640634280,5,34.03066,-118.37182,0,0_2
A1235476315197425420,2,33.91801,-118.14987,34,34
A1235483097883440308,4,34.028808123535384,-118.38090182675674,4,4
A1235530153076101019,4,33.9802752859955,-118.4605923065475,17,17_2
A1235530553007124901,4,33.99072,-118.45568,17,17_2
A1235623293724331627,4,34.10512,-118.19861,12,12
A1235637821749357087,8,34.12706,-118.26232,12,12
A1237719175599702471,3,33.8039,-118.19081,2,2
A1237719293003300780,2,33.8039,-118.19081,2,2
A1237719331824635549,2,33.8039,-118.19081,2,2
A1237719486355555336,4,33.8039,-118.19081,2,2
A1237719560182333114,4,33.8039,-118.19081,2,2
A1237719662901500874,8,33.8039,-118.19081,2,2
A1237719699664876408,8,33.8039,-118.19081,2,2
A1237742134920717900,8,34.075216450544346,-118.39387099269544,0,0_1
A1237749967160103706,9,34.20261133216982,-118.58444396820327,28,28
A1237758223585799929,1,34.117018025883624,-118.40345770494878,0,0_0
A1237761622193603559,10,34.1089,-118.40292,0,0_0
A1235646274322574791,4,34.02346592833362,-118.16866910227785,6,6
A1235694749832211650,2,33.96687,-118.35006,25,25_1
A1235699478988600904,2,34.11683609109713,-118.01257732755452,1,1
A1235734684095242753,6,34.105801257501696,-118.37259389707684,0,0_0
A1235743950412518250,5,34.18346,-118.17579,31,31
A1235746518051693885,6,34.03929743730224,-118.46492744037992,29,29_0
A1235748092816581491,2,34.1467,-118.62656,28,28
A1235767037434209170,2,34.02396,-118.30604,27,27
A1235770981890032107,2,34.02396,-118.30604,27,27
A1235772030849135828,2,34.024794345453124,-118.30541134856854,27,27
A1236721332741904649,8,34.092183919138364,-118.34471262749624,21,21_2
A1236735363712458245,2,33.79706988539867,-118.17774836120104,2,2
A1236757994554429248,1,34.0830838,-118.3698894,0,0_3
A1236805988126389143,5,33.985466218950116,-118.46109837174866,17,17_2
A1236962469006566061,1,34.56647,-118.17488,5,5
A1236968923504945556,2,33.927547,-118.3770913,25,25_2
A1236969001109959734,12,34.00807697508266,-118.23436335923802,6,6
A1236977283009924949,2,34.1919629053559,-118.55454558322369,3,3
A1236989499281109125,12,33.94510045620619,-118.276757252919,18,18
A1237004617355571876,2,34.19281018833034,-118.5562236988116,3,3
A1237023975147509767,14,34.142621710317925,-118.42569243220127,19,19
A1237763999249337092,6,33.8367,-118.38718,13,13
A1237775155013723270,2,33.857060895098144,-118.17951925098896,34,34
A1237787779708062779,10,34.19611,-118.35076,7,7
A1237793723072898660,5,34.30336,-118.4416,14,14
A1237801757533162443,4,33.81460006986302,-118.277592151673,20,20
A1237817748284588033,1,34.10203915963291,-117.88901387242944,24,24
A1237824548939549885,2,34.11651986116916,-118.01438288103952,1,1
A1237829063764448844,10,34.08356554917044,-118.0338792759452,1,1
A1237840927404696725,6,34.010401049068555,-118.23916360819588,6,6
A1237842636272117010,6,34.08188915333126,-118.3820341386758,0,0_0
A1235772929717203696,2,34.02396,-118.30604,27,27
A1235779485962324187,6,33.97926,-117.89602,15,15
A1235821355973574698,2,34.09413001207626,-118.34478437807206,21,21_2
A1235886059529268404,4,34.241752532598014,-118.48437209430588,3,3
A1235891730702606248,4,34.05779,-118.38015,0,0_2
A1235892441152712378,3,34.242506303393455,-118.48513977188354,3,3
A1238528721683662147,3,34.12034488815552,-118.34150293717995,21,21_0
A1238530768249463364,8,34.00552,-118.44811,17,17_1
A1238546247238694762,7,34.22478,-118.61534,28,28
A1237027974831971284,1,34.190463915213506,-118.55648126400972,3,3
A1237031897011505732,1,34.19242553948044,-118.55631961042438,3,3
A1237035615678861001,1,34.19244,-118.55664,3,3
A1237057472069747885,2,34.0528746,-118.4227702,29,29_1
A1237063097233066410,4,34.09088,-118.34762,21,21_2
A1237083530598019554,10,34.00617,-118.17153,6,6
A1237094705166166960,1,33.932450799305045,-118.12528867274524,34,34
A1237130615127676143,6,34.101494497511766,-118.31068520054636,21,21_1
A1237141774747073560,2,33.774093237972174,-118.18474839535212,2,2
A1237167220321138729,4,34.07382,-118.39127,0,0_1
A1237847502115854736,4,34.11339,-118.31872,21,21_3
A1237848058589703599,10,34.08491628780751,-118.34576281944854,21,21_2
A1237849517312360543,12,34.28353,-118.50381,3,3
A1237855884624550867,2,33.9963538,-118.4095211,4,4
A1237194220780651585,2,34.15753356201218,-118.31268352292068,7,7
A1237195606743319179,3,34.06006,-118.28473,9,9_3
A1237242021572801660,5,34.09441241694761,-118.12132248428097,22,22
A1237250455784072600,2,34.53645805190939,-118.05860996246338,5,5
A1237272270180996146,9,34.18612,-118.16195,31,31
A1237279604002552642,2,34.02396,-118.30604,27,27
A1237284246607705863,2,34.02396,-118.30604,27,27
A1237286938841629948,2,34.02396,-118.30604,27,27
A1237288653371227213,2,33.93364,-118.34332,25,25_0
A1237289842349508566,4,34.04646016529698,-118.26099805533885,9,9_5
A1237329032867389237,3,34.09253666679721,-118.34460510758052,21,21_2
A1238549524470682412,2,34.07363296207306,-118.39536735519457,0,0_1
A1238558706933826384,4,34.07581056388546,-118.39608292437438,0,0_1
A1238566749952945317,2,34.1257,-118.08161,1,1
A1238574462433143917,2,34.01239,-118.45762,17,17_1
A1238579061908886362,14,33.88192,-118.40895,13,13
A1238632973703251774,4,34.09812156873375,-118.36610811019226,0,0_0
A1238665715824086234,4,33.977458492831076,-118.45795829384664,17,17_2
A1238691436334137852,6,34.140224175008015,-118.46764727867335,19,19
A1238722154351963317,2,34.07828,-118.05174,1,1
A1237856332304289201,2,34.02396,-118.30604,27,27
A1237857463434094830,2,34.02396,-118.30604,27,27
A1237858340379810884,2,34.02396,-118.30604,27,27
A1237859279584857017,2,34.02417,-118.30499,27,27
A1237860283353683907,2,34.02305702046999,-118.30656348090318,27,27
A1237861071669697404,2,34.02396,-118.30604,27,27
A1237330767249720826,8,34.07683090513106,-118.39164436891764,0,0_1
A1237332186293287428,10,34.6808038,-118.1767134,32,32
A1237354864816117345,4,33.89485,-118.24072,18,18
A1237368605963026692,2,33.893169360452895,-118.24022544039082,18,18
A1237409942177863150,1,34.5839,-118.0693,5,5
A1237410353635902612,6,33.9767239379473,-118.43567659841038,4,4
A1237469468281639962,4,34.0864026,-118.3858561,0,0_0
A1237699948692099458,4,34.04910314548488,-118.26254166662692,9,9_5
A1237704117204434562,2,34.16442377243319,-118.5998682733462,28,28
A1237704249703502797,4,34.047384961497066,-118.26467636972666,9,9_5
A1237706753897287807,2,34.082777686519506,-118.28268169692537,9,9_1
A1237862219588822639,2,34.02396,-118.30604,27,27
A1237873080860042578,6,34.16582,-118.54652,3,3
A1237885576982715423,6,34.13926,-118.07073,1,1
A1237892228986812550,4,33.76689163341459,-118.15379220613536,2,2
A1238727797898150273,1,34.14689666293717,-118.44967219695766,19,19
A1238753201298342418,2,33.95011865345092,-118.28837790626072,18,18
A1238755624517933322,2,33.97257,-117.89965,15,15
A1238765523771168187,4,34.26982,-118.45238,3,3
A1238776460945877238,1,33.97452,-117.89828,15,15
A1238807903311934542,2,34.14232,-118.26672,12,12
A1238855492483423489,6,34.14582,-117.98794,1,1
A1239107424911661370,9,34.11723605892694,-118.35413828789233,21,21_0
A1239107567681424651,3,33.76931,-118.19162,2,2
A1237708095838413723,8,34.046899363333665,-118.2613356783986,9,9_5
A1240158951539142959,2,33.780245203792745,-118.17936516575922,2,2
A1240178362277137523,5,33.97136,-118.37099,25,25_1
A1240186353841125291,6,33.99263608272599,-118.37643809073214,4,4
A1240290570278849511,4,33.77807213909802,-118.18077684255456,2,2
A1240417401722565331,2,34.0241454,-118.2619197,9,9_5
A1240563906663106722,2,34.37779,-118.54469,23,23
A1240564075169221470,2,34.072449720823265,-118.31245309471704,21,21_1
A1240567205418804846,2,34.0051,-118.26138,9,9_5
A1240567550398879794,1,34.37815,-118.54667,23,23
A1240568424144117802,2,34.06710436225344,-118.37769773475812,0,0_3
A1237895966853830448,8,34.08457,-118.35716,0,0_3
A1237898191180559353,2,34.05193,-117.91267,24,24
A1237898967500457509,5,34.15028,-118.3451,7,7
A1237917577664567466,5,34.15378954292803,-118.24832261061984,12,12
A1237929518821547209,6,33.990156,-118.428403,4,4
A1237946321840749535,2,34.07527043590283,-117.77438693143684,11,11
A1237948484756321300,1,34.13398,-117.97167,1,1
A1238010653438215647,2,34.04974,-118.35575,0,0_2
A1238018590280238635,2,33.98444,-118.33762,27,27
A1238027019592348155,2,34.04969709227363,-118.35805945457751,0,0_2
A1238035540983827593,8,34.19247,-118.55668,3,3
A1239135675665244793,6,33.97017,-118.45935,17,17_2
A1239167751248259149,6,34.16948,-118.42883,19,19
A1239171694719100697,2,34.08349815141887,-118.27611302475115,9,9_1
A1239172706252040906,2,33.90292473241591,-118.42049212805104,13,13
A1239214137045621032,4,34.10029658820749,-118.29709011423355,21,21_1
A1239235542374480214,9,33.92145,-118.36253,25,25_0
A1239250666571978322,6,34.0903,-118.3457,21,21_2
A1239254331751976752,2,34.66626,-118.18322,32,32
A1239271052510988038,6,34.03868,-118.36074,0,0_2
A1240568731040304704,2,33.98288912903238,-118.4451797938777,17,17_2
A1240596022810273462,5,34.032882825652706,-118.48951231557864,17,17_0
A1240600237407158257,4,34.07428,-117.96195,24,24
A1240622901573670666,10,34.0831,-118.35025,21,21_2
A1240623070499935427,9,33.985364254230795,-118.46702948749946,17,17_2
A1240627593245658764,8,33.935819290708636,-118.36130163395536,25,25_0
A1240646038323409423,2,34.03885909558137,-117.78182919404604,11,11
A1240664009831589612,8,34.16873,-118.56608,28,28
A1240667813147383071,2,34.23204,-118.56205,3,3
A1240691763424485429,4,33.79932,-118.31319,20,20
A1238075307259203985,8,34.07462609769381,-118.34601991899984,21,21_2
A1238091043499385537,2,34.00114,-117.95375,33,33
A1238102986642476116,4,34.09448,-118.13944,22,22
A1238137092308008221,2,34.06147,-118.27415,9,9_3
A1240695012330736493,2,33.885012244489836,-118.41217774897814,13,13
A1240696461818322786,2,34.178681600377374,-118.6123262415444,28,28
A1240732399175031067,2,34.01681962839823,-118.49371611136864,17,17_0
A1240781097261719752,2,34.10523596861513,-118.05288407477504,1,1
A1240785113021931376,8,34.01797,-118.23757,6,6
A1240816224710410390,6,33.97552,-117.91219,15,15
A1240816769827094332,8,33.99170892088167,-118.44898030386598,17,17_2
A1240834931791670630,1,33.993308656013745,-118.32060886490376,27,27
A1239275257288471644,2,34.08177,-117.74308,11,11
A1239277322385127067,1,34.09393853480853,-118.14033711835351,22,22
A1239303819151441795,5,34.15796,-118.37239,7,7
A1239335285409487702,6,34.17607,-118.44643,19,19
A1239343990148472315,2,33.98049,-118.46114,17,17_2
A1239365602905408097,4,34.08154543564677,-118.38967474411906,0,0_1
A1239374555179911389,2,33.79151,-118.19971,2,2
A1239486476669895065,2,34.10265508932497,-118.34292950865056,21,21_2
A1239512907952593809,4,34.08411915522344,-118.37008399438126,0,0_3
A1239731091649584140,9,34.44306,-118.45653,14,14
A1238216498268704313,2,34.0609448,-118.3561119,0,0_3
A1238216815913275595,2,34.0609448,-118.3561119,0,0_3
A1238376590443931611,2,33.9764391,-117.8602044,15,15
A1238381489683377877,3,33.77727,-118.39035,20,20
A1238392852029101986,2,34.21531027583057,-118.58675855734842,28,28
A1238394651514681037,2,33.77613,-118.39122,20,20
A1238427590593061981,4,33.9047,-118.42194,13,13
A1239735015508650094,9,34.44303,-118.45616,14,14
A1239744026916305460,9,34.44255,-118.45638,14,14
A1239764088632995859,8,33.9693189,-118.3161087,25,25_3
A1239807215919937810,2,33.98884322032603,-118.4408250823617,4,4
A1239844832586789121,12,34.07833779749641,-118.43607331370184,29,29_1
A1239903467175949918,2,34.12963,-118.26074,12,12
A1239913667691882738,1,34.08922,-118.13406,22,22
A1239913808766649018,1,34.0639711725742,-118.17808054288696,6,6
A1240862751089444354,12,34.011707159962846,-118.2371497693913,6,6
A1240883074310345672,2,34.07441020274356,-117.96072063241832,24,24
A1240904598468351298,4,34.04012,-118.23231,6,6
A1241063012967705418,3,34.0839,-118.34186,21,21_2
A1241085975068123398,2,34.1493611,-117.9014817,24,24
A1241130887872235013,3,33.9485857811774,-118.38722012937068,25,25_2
A1241138231720439374,6,33.93231560415967,-118.38994089514016,25,25_2
A1241152086846547020,3,33.946192763197054,-118.3912256732583,25,25_2
A1241195842208372622,5,34.08899,-118.34454,21,21_2
A1241362634906725334,3,33.943230322895445,-118.38646307587622,25,25_2
A1241364642125839772,6,33.944594026663886,-118.39174199849369,25,25_2
A1238460478707359122,6,34.02505,-118.14248,6,6
A1238466675583128557,2,34.70949,-118.15562,32,32
A1241366068078842868,3,33.94952611536566,-118.388671875,25,25_2
A1241369137474417123,12,33.951429001803426,-118.38490806519984,25,25_2
A1241370619619325457,16,33.95028399324141,-118.38655360043047,25,25_2
A1241439503489686548,2,33.77452,-118.12312,2,2
A1241443318702403802,13,34.17732,-118.37054,7,7
A1241443971138086911,13,34.17757,-118.37145,7,7
A1241451832068468858,10,34.16316823671136,-118.6298109183037,28,28
A1241503939108719367,4,34.0522676,-117.8969648,24,24
A1241506465074895903,11,33.97676,-117.89372,15,15
A1241542311927707037,6,33.97765,-117.89373,15,15
A1241556051262980865,12,34.613658180620675,-118.20558663457632,32,32
A1239928238970952271,4,34.144990016973686,-118.34343334161206,7,7
A1239935105847495348,2,34.09439,-118.34869,21,21_2
A1239939566828048470,3,33.939823,-118.3010582,18,18
A1239980792503032459,7,34.02717,-118.47468,17,17_0
A1240016414566792333,2,34.049759949055996,-118.2475308126425,9,9_0
A1240018280009035277,1,33.90196,-118.32543,25,25_0
A1240046154904813832,1,34.01954136309449,-118.40741883963346,4,4
A1240066783542363052,2,34.1026804510422,-118.34174419622155,21,21_2
A1240069077111869960,1,34.0633612291314,-118.17669809591608,6,6
A1238467452180705391,10,34.08543734125597,-118.34541756798694,21,21_2
A1238467692029920727,2,34.15119286372816,-118.43323797205332,19,19
A1238480784332984743,2,34.21637665859488,-118.58671066176228,28,28
A1238482053717417676,3,34.12158,-118.25524,12,12
A1238485790028155606,10,34.09562190740027,-118.44074743642912,29,29_1
A1238504913966296886,8,34.04431,-118.08568,22,22
A1238509326345215726,3,34.05374,-118.44452,29,29_1
A1240074706467286548,3,34.01723,-118.30192,27,27
A1240083938112746681,1,34.56373,-118.17583,5,5
A1240108891949050128,5,34.10675,-118.01361,1,1
A1240117143285143045,12,33.99783,-118.45913,17,17_1
A1240118328616988891,2,34.01902024868623,-118.4918968842798,17,17_0
A1240137039184582666,6,34.10088,-118.11046,22,22
A1240137789648892237,2,34.06584,-118.37963,0,0_1
A1240140814459889648,8,34.6005764,-118.1903928,32,32
A1242197056378096147,1,34.10371313697611,-118.37468433715934,0,0_0
A1242208501690975442,6,34.1435590421414,-118.25803647853706,12,12
A1242225108802536851,4,34.1452011698194,-118.25594555824108,12,12
A1241564149505319217,5,33.90052544910663,-118.07720367599642,34,34
A1241587736576373977,4,34.071918195965694,-118.13252584090966,22,22
A1241596549092034274,2,34.58172,-118.06635,5,5
A1241663483576682290,2,34.13676,-118.59831,28,28
A1241696509104276461,2,34.104809243581144,-118.19672439739176,12,12
A1241739469646196081,2,34.01249,-118.08903,22,22
A1241812163758793562,16,34.16713588499868,-118.42424722784716,19,19
A1242094311302608937,1,33.7627264332863,-118.3129641342488,20,20
A1242096622915555268,6,34.1504389,-118.1190009,31,31
A1242105579186662875,1,33.76484,-118.31237,20,20
A1242106660392616849,2,34.02185,-118.35783,27,27
A1245165898469805760,1,34.1452,-118.10673,31,31
A1245193904940926039,8,33.99096,-118.44859,17,17_2
A1245273781904978247,2,34.062380075383025,-118.34501771761722,0,0_3
A1242230664223399667,3,34.15976064993136,-118.25626923627496,12,12
A1242233258309104652,8,33.889763268288874,-118.14027268154128,34,34
A1242265116055654373,6,34.042528904302685,-118.25781705703588,9,9_5
A1242274018202301395,8,33.98536,-118.45084,17,17_2
A1242276240453160617,2,33.98008,-118.46275,17,17_2
A1242278580329898030,2,33.9873715,-118.1842655,6,6
A1242283055466981298,8,34.06576,-118.39473,0,0_1
A1242283497130031774,6,34.04037563531027,-118.2563492040018,9,9_5
A1242292961860784357,2,33.89498567192202,-118.23912903106118,18,18
A1242322478607224797,6,33.75853,-118.14447,2,2
A1242348642468478013,2,34.06269626909548,-118.13197316736432,22,22
A1245280168404588005,8,33.97573,-117.89848,15,15
A1245323035152087772,8,34.09316,-118.37834,0,0_0
A1242108803806889734,2,34.0714,-117.74789,11,11
A1242110562789947419,6,34.06412,-118.45935,29,29_0
A1242142250832427488,2,34.0701274433489,-118.20199580153074,6,6
A1242159794721329807,2,34.02149522580676,-118.31974721981136,27,27
A1242193626200869184,7,34.0204473,-118.3117447,27,27
A1243693748585392687,8,34.081269045577514,-118.30129097911288,9,9_2
A1243713667784514241,3,34.14232,-118.26672,12,12
A1243717258917781311,5,34.18082,-118.31347,7,7
A1243718486142721926,6,33.80031,-118.16479,2,2
A1243783155916109008,2,33.981288439757186,-118.46132323572202,17,17_2
A1245347851120430380,2,34.03954763476202,-118.32668576686196,27,27
A1245438821422940848,2,34.02038,-118.49687,17,17_0
A1242351813378853694,10,34.07563096467286,-118.50097941506604,29,29_0
A1242356374636322876,3,34.06245281770914,-118.13167550733702,22,22
A1242361104816301992,2,34.060703752286905,-118.13170089317502,22,22
A1242363621493623826,4,33.81345732804483,-118.19604526423272,2,2
A1242454514642025957,10,34.448893872925936,-118.39350454509258,14,14
A1242456200559460778,8,33.98435,-118.4491,17,17_2
A1242468403595259386,8,33.90318389598628,-118.21750916001136,18,18
A1242472477226039967,2,33.9736894,-117.8990804,15,15
A1242497981307994197,5,33.98039,-117.89632,15,15
A1242581131059420958,16,34.01507098124548,-118.406721488589,4,4
A1242655246941254043,4,34.0590368,-118.2856109,9,9_3
A1243802990428786631,5,33.84827069513143,-118.38812979156256,13,13
A1243816128861626220,7,34.18187255472296,-118.53183045301311,3,3
A1243824413306112484,2,33.979888671426004,-118.4596004119408,17,17_2
A1243826106357822136,2,33.98223043965172,-118.46139604955424,17,17_2
A1243829143164160788,4,34.18685,-118.15869,31,31
A1243954936148705632,2,33.794832702713016,-118.17684455286678,2,2
A1244001512584161427,7,34.0592,-118.05779,1,1
A1244096316057926527,2,34.04566,-118.25579,9,9_5
A1244109277530203175,2,34.0437913150189,-118.25696951632662,9,9_5
A1244113537059415056,6,34.04461,-118.25787,9,9_5
A1245513698046484338,10,33.98418,-117.86537,15,15
A1245531258639606150,6,33.92220517817434,-118.4223762492687,13,13
A1245662519076331181,1,34.20797069831817,-118.6251491656729,28,28
A1245662795684820453,4,34.03793062885453,-118.07786704722815,22,22
A1242678555834653370,2,34.03073663761233,-118.75724762678146,30,30
A1242722906704956461,6,34.04138,-118.37045,0,0_2
A1242731573732125806,8,33.98351,-118.44478,17,17_2
A1242777150918216277,1,34.02185,-118.35783,27,27
A1242830065776159267,5,34.1007994,-118.35373,21,21_2
A1242842211000514256,8,33.798494,-118.3043674,20,20
A1242886755225738384,3,34.08887199999999,-118.3568468,21,21_2
A1242904476525962871,2,33.990793713446344,-118.4367930819256,4,4
A1242910391603132422,2,34.04913,-118.2524,9,9_0
A1244117294090971355,2,34.04621,-118.2573,9,9_5
A1244123000976925831,1,34.0438,-118.2576,9,9_5
A1244128477448894020,1,34.043775889126344,-118.2570490094586,9,9_5
A1244137481975384633,1,34.04541862950843,-118.25775637052286,9,9_5
A1244149330886588362,10,34.13399,-118.47578,19,19
A1244149955048067024,6,34.06128,-118.37671,0,0_3
A1244150461282829582,2,34.04557,-118.25756,9,9_5
A1244155661259143439,4,34.0439,-118.25628,9,9_5
A1244208994343640976,4,33.78610369756219,-118.18799590015736,2,2
A1244235989977839008,5,34.0878367689703,-118.12249983142549,22,22
A1245685998597714096,8,34.06865231664848,-118.13239605531356,22,22
A1245691995138167914,2,34.084,-118.09916,22,22
A1245699050793628378,4,34.08433197907121,-118.09728375516003,22,22
A1245700417103219333,10,34.130634055665986,-118.38634293922838,7,7
A1245711265106098947,6,34.08709348038295,-118.02192874252796,1,1
A1245726531647834679,4,34.050848374734876,-118.2399256206894,9,9_0
A1245759514330913835,6,34.04910590321244,-118.23922419644522,9,9_0
A1244242617993101216,3,34.21636542043504,-118.6241698983802,28,28
A1244255523754668828,8,34.08785,-118.12059,22,22
A1244283018695273144,2,34.05888,-117.97882,1,1
A1244287814187342850,2,34.258843342631025,-118.47800821065904,3,3
A1244313349986354168,8,34.157608110193244,-118.61411625587716,28,28
